user_idx,movie_idx,rating_scaled
1598,261,0.4444444444444445
545,2211,0.3333333333333333
679,1729,0.3333333333333333
2480,819,0.5555555555555556
598,1547,0.3333333333333333
183,2122,0.6666666666666665
1437,2654,0.7777777777777777
183,2569,0.6666666666666665
352,2130,1.0
751,2102,1.0
1688,26,0.4444444444444445
753,2362,1.0
329,1642,0.7777777777777777
2444,2621,0.3333333333333333
2215,169,0.1111111111111111
926,2312,0.0
1711,648,0.7777777777777777
382,2169,1.0
3422,1610,1.0
260,884,0.7777777777777777
116,2490,0.4444444444444445
1726,819,0.0
1598,194,0.1111111111111111
1667,1871,0.4444444444444445
715,2126,0.5555555555555556
360,171,0.6666666666666665
354,882,0.4444444444444445
193,10,0.7777777777777777
3274,615,1.0
2432,711,0.4444444444444445
3298,290,1.0
453,1485,0.8888888888888888
682,1713,0.5555555555555556
3231,2610,0.0
681,1834,0.5555555555555556
1678,1441,0.6666666666666665
1570,644,0.2222222222222222
2885,611,0.4444444444444445
354,2441,0.5555555555555556
183,2598,0.6666666666666665
971,644,0.6666666666666665
873,1568,0.4444444444444445
183,429,0.6666666666666665
545,2052,0.6666666666666665
183,2059,0.6666666666666665
729,2661,0.4444444444444445
622,1649,0.8888888888888888
3366,644,0.4444444444444445
453,1414,0.7777777777777777
2288,476,0.3333333333333333
968,1547,0.7777777777777777
3336,719,0.1111111111111111
3396,601,0.5555555555555556
27,1752,0.8888888888888888
3357,2302,0.2222222222222222
2289,1042,0.4444444444444445
814,652,0.6666666666666665
898,1,0.5555555555555556
2422,1076,0.5555555555555556
61,1436,0.5555555555555556
1783,2494,0.5555555555555556
61,1564,0.7777777777777777
299,158,0.7777777777777777
1399,293,0.0
183,793,0.6666666666666665
1165,1729,0.6666666666666665
545,2098,0.7777777777777777
453,1442,0.8888888888888888
1067,2452,0.6666666666666665
1651,62,0.6666666666666665
1427,2328,0.3333333333333333
354,1634,0.7777777777777777
361,2373,0.7777777777777777
3281,2418,0.8888888888888888
545,344,0.3333333333333333
2640,2600,0.7777777777777777
1663,142,0.4444444444444445
243,2669,0.5555555555555556
1740,90,0.3333333333333333
352,1866,1.0
2926,1240,0.5555555555555556
3390,1719,0.4444444444444445
1399,2470,0.2222222222222222
183,2078,0.6666666666666665
2775,169,0.1111111111111111
1176,2292,0.4444444444444445
583,188,0.1111111111111111
1807,2414,0.2222222222222222
1299,150,0.8888888888888888
1809,89,0.7777777777777777
179,678,0.8888888888888888
420,1919,0.3333333333333333
884,1599,0.7777777777777777
968,1647,0.7777777777777777
1399,248,0.5555555555555556
472,1702,0.3333333333333333
20,1650,0.3333333333333333
1466,2606,0.8888888888888888
2854,2348,0.8888888888888888
596,633,0.7777777777777777
968,72,0.6666666666666665
1795,800,0.5555555555555556
715,1417,1.0
327,1990,0.3333333333333333
3217,858,0.1111111111111111
183,2550,0.6666666666666665
1195,2093,0.4444444444444445
183,2236,0.5555555555555556
1665,588,0.5555555555555556
